gtap_code,china,canada,mexico,uk,japan,eu,row,ftrow
pdr,30,0.016168250000001546,0.0078059749999997985,10,15,15,26.262,12.907000000000002
wht,30,0.016168250000001546,0.0078059749999997985,10,15,15,26.262,12.907000000000002
gro,30,0.016168250000001546,0.0078059749999997985,10,15,15,26.262,12.907000000000002
v_f,30,0.016168250000001546,0.0078059749999997985,10,15,15,26.262,12.907000000000002
osd,30,0.016168250000001546,0.0078059749999997985,10,15,15,26.262,12.907000000000002
c_b,30,0.016168250000001546,0.0078059749999997985,10,15,15,26.262,12.907000000000002
pfb,30,0.016168250000001546,0.0078059749999997985,10,15,15,26.262,12.907000000000002
ocr,30,0.016168250000001546,0.0078059749999997985,10,15,15,26.262,12.907000000000002
ctl,30,0.016317419999998806,0.007228924999999609,10,15,15,26.262,12.907000000000002
oap,30,0.016317419999998806,0.007228924999999609,10,15,15,26.262,12.907000000000002
wol,30,0.13104283500000036,0.7789229749999987,10,15,15,26.262,12.907000000000002
frs,19.794301550191324,5.068278320359611,0.7863059575647214,0,0,2.6598323669842676,25.387410377907145,8.61423299228624
fsh,30,0.01789220999999952,0,10,15,15,26.262,12.907000000000002
coa,20,0.07028323999999976,9.293114175,0,0,0,0,0
oil,20,0.07028323999999976,9.293114175,0,0,0,0,0
gas,20,0.07028323999999976,9.293114175,0,0,0,0,0
oxt,20,0.37368657000000033,0.03453112500000077,0,0,0,0,0
cmt,30,0.9290129799999991,0.13673027499999935,10,15,15,26.262,12.907000000000002
omt,30,0.9290129799999991,0.13673027499999935,10,15,15,26.262,12.907000000000002
vol,30,0.9290129799999991,0.13673027499999935,10,15,15,26.262,12.907000000000002
mil,30,0.9290129799999991,0.13673027499999935,10,15,15,26.262,12.907000000000002
pcr,30,0.9290129799999991,0.13673027499999935,10,15,15,26.262,12.907000000000002
sgr,30,0.9290129799999991,0.13673027499999935,10,15,15,26.262,12.907000000000002
ofd,30,0.9290129799999991,0.13673027499999935,10,15,15,26.262,12.907000000000002
b_t,30,1.3097253750000015,1.4059142999999996,10,15,15,26.262,12.907000000000002
tex,30,32.437240499999994,22.26548525,10,15,15,26.262,12.907000000000002
wap,30,9.744429519999997,0.8287916000000006,10,15,15,26.262,12.907000000000002
lea,30,1.9334552650000014,0.3865607250000014,10,15,15,26.262,12.907000000000002
lum,29.720848544244593,4.662972217859599,0.357341037538057,10,13.834737878536632,13.236112925628015,25.00183563206504,12.435510412037559
ppp,30,0.4355914850000014,2.6294057250000002,10,15,15,26.262,12.907000000000002
p_c,20,0.29265893000000043,6.8038958749999985,0,0,0,0,0
chm,30,0.9366601300000015,1.175587724999999,10,15,15,26.262,12.907000000000002
bph,20,0.9366601300000015,1.175587724999999,0,0,0,0,0
rpp,29.873814689072297,2.957117495784197,4.79510049127462,10.9251760290523,18.327962117497343,17.013510294267228,25.48430153914762,15.353160942455679
nmm,29.91676356378071,0.821344288537981,1.9623472311253654,10.143719853457798,15.304102469297352,15.037115215308768,26.217074483243195,14.413579923859768
i_s,14.422867790516591,0.6174162621799446,2.6025101620358693,1.8964518668198982,1.2277155720973632,3.3276812957782327,27.133849263475245,13.610660796703367
nfm,27.78284614584838,25.06322111801886,5.001117844184447,5.458008285065,13.103240007141123,19.550506037813697,32.879826160971504,16.41672777679385
fmp,42.45903130005988,36.06645597073396,34.37983443011721,17.477455488041844,30.630397945934735,33.26606526480649,41.06306793085127,34.445559620464486
ele,23.251933542096413,5.873761655765295,2.1540743528837383,8.297868393540973,7.052585312923763,11.308424913113747,30.17134194374915,18.50181785359907
eeq,29.94492421677123,15.124298393517382,12.910093838790223,16.750291424778982,24.077234510961027,21.57938035055752,28.300131912522268,20.248262561930527
ome,33.385037237039725,12.77429675974184,18.2173986501958,13.532567248627226,20.026918174822555,20.238460611429474,29.29955164403788,21.02778610945584
mvh,20.837468857150096,14.6326687512112,16.269936023072386,23.681491389374106,23.71477699836883,23.19080423124685,23.55147647138292,23.72804217352458
otn,34.18699808825737,7.171822168500694,21.965125593646828,14.802797039471432,26.70489864687578,20.42645918833757,29.840087362895453,30.282970155222245
omf,32.83972224521805,35.00558097888382,30.72014026392804,11.132312706377233,17.369951163757985,16.63692959131018,27.644106455609702,14.046417837622299
ely,20,10,25,0,0,0,25.662000000000003,8.607
